white_rating,black_rating,opening_name,opening_eco,time_control,num_moves,result,rating_diff,avg_rating,higher_rated_won
2099,1799,French Defense,C00,Bullet,52,white,300,1949.0,True
1540,1520,King's Indian Defense,E60,Blitz,65,draw,20,1530.0,False
1520,1510,Queen's Gambit,D06,Blitz,53,white,10,1515.0,True
1664,1582,Queen's Gambit,D06,Classical,30,white,82,1623.0,True
1769,1635,Italian Game,C50,Blitz,67,black,134,1702.0,False
901,1201,Queen's Gambit,D06,Bullet,49,white,-300,1051.0,False
995,1247,London System,D02,Blitz,54,black,-252,1121.0,True
1563,1531,Pirc Defense,B07,Blitz,69,black,32,1547.0,False
1286,1393,English Opening,A10,Bullet,35,black,-107,1339.5,True
1894,1697,English Opening,A10,Blitz,64,black,197,1795.5,False
1405,1452,English Opening,A10,Bullet,54,draw,-47,1428.5,False
920,1210,Caro-Kann Defense,B10,Rapid,27,black,-290,1065.0,True
1120,1310,Caro-Kann Defense,B10,Rapid,30,black,-190,1215.0,True
675,1087,English Opening,A10,Blitz,35,black,-412,881.0,True
1430,1465,London System,D02,Classical,36,black,-35,1447.5,True
1443,1471,French Defense,C00,Classical,57,black,-28,1457.0,True
1373,1437,King's Indian Defense,E60,Bullet,40,black,-64,1405.0,True
1824,1662,Caro-Kann Defense,B10,Blitz,39,white,162,1743.0,True
1860,1680,Queen's Gambit,D06,Blitz,44,white,180,1770.0,True
1449,1475,Queen's Gambit,D06,Bullet,31,white,-26,1462.0,False
860,1180,Sicilian Defense,B20,Blitz,35,black,-320,1020.0,True
1685,1592,Caro-Kann Defense,B10,Bullet,39,white,93,1638.5,True
1667,1584,Scandinavian Defense,B01,Classical,79,draw,83,1625.5,False
1593,1547,Scandinavian Defense,B01,Blitz,68,draw,46,1570.0,False
1794,1647,Pirc Defense,B07,Rapid,66,white,147,1720.5,True
1151,1326,Sicilian Defense,B20,Blitz,52,white,-175,1238.5,False
2103,1802,London System,D02,Bullet,53,black,301,1952.5,False
1212,1356,London System,D02,Rapid,35,black,-144,1284.0,True
1725,1613,Caro-Kann Defense,B10,Bullet,51,white,112,1669.0,True
994,1247,Queen's Gambit,D06,Bullet,49,black,-253,1120.5,True
1221,1361,French Defense,C00,Blitz,32,black,-140,1291.0,True
1955,1728,Scandinavian Defense,B01,Blitz,65,white,227,1841.5,True
1422,1461,Slav Defense,D10,Blitz,64,white,-39,1441.5,False
1752,1626,English Opening,A10,Bullet,34,black,126,1689.0,False
1571,1535,King's Indian Defense,E60,Blitz,64,black,36,1553.0,False
1469,1485,English Opening,A10,Bullet,42,white,-16,1477.0,False
1909,1704,Sicilian Defense,B20,Bullet,26,white,205,1806.5,True
1429,1464,English Opening,A10,Blitz,33,white,-35,1446.5,False
966,1233,Sicilian Defense,B20,Bullet,70,draw,-267,1099.5,False
1259,1379,Pirc Defense,B07,Bullet,42,draw,-120,1319.0,False
1665,1582,Slav Defense,D10,Blitz,51,black,83,1623.5,False
1619,1560,King's Indian Defense,E60,Rapid,49,white,59,1589.5,True
1030,1265,French Defense,C00,Bullet,21,black,-235,1147.5,True
1283,1392,Scandinavian Defense,B01,Blitz,33,black,-109,1337.5,True
1325,1412,English Opening,A10,Bullet,66,draw,-87,1368.5,False
1390,1445,Scandinavian Defense,B01,Classical,43,white,-55,1417.5,False
1087,1293,King's Indian Defense,E60,Bullet,47,black,-206,1190.0,True
1311,1405,Ruy Lopez,C60,Bullet,23,black,-94,1358.0,True
1281,1390,Sicilian Defense,B20,Blitz,30,black,-109,1335.5,True
1731,1615,Queen's Gambit,D06,Bullet,42,black,116,1673.0,False
1743,1622,King's Indian Defense,E60,Bullet,21,white,121,1682.5,True
1456,1478,Caro-Kann Defense,B10,Bullet,66,white,-22,1467.0,False
1382,1441,King's Indian Defense,E60,Blitz,46,white,-59,1411.5,False
1542,1521,Queen's Gambit,D06,Blitz,41,black,21,1531.5,False
1255,1377,Pirc Defense,B07,Blitz,63,white,-122,1316.0,False
1156,1328,French Defense,C00,Rapid,34,white,-172,1242.0,False
1218,1359,Slav Defense,D10,Blitz,27,black,-141,1288.5,True
1310,1405,French Defense,C00,Classical,66,black,-95,1357.5,True
1151,1326,Caro-Kann Defense,B10,Rapid,48,white,-175,1238.5,False
1549,1525,English Opening,A10,Rapid,41,white,24,1537.0,True
1719,1610,Queen's Gambit,D06,Rapid,73,draw,109,1664.5,False
1024,1262,Ruy Lopez,C60,Blitz,50,white,-238,1143.0,False
1508,1504,French Defense,C00,Bullet,32,black,4,1506.0,False
1434,1467,London System,D02,Blitz,37,draw,-33,1450.5,False
1602,1551,Italian Game,C50,Bullet,59,black,51,1576.5,False
1496,1498,Caro-Kann Defense,B10,Blitz,52,black,-2,1497.0,True
1064,1282,Scandinavian Defense,B01,Bullet,64,white,-218,1173.0,False
1121,1310,Scandinavian Defense,B01,Bullet,56,white,-189,1215.5,False
1509,1505,Caro-Kann Defense,B10,Classical,21,white,4,1507.0,True
1809,1655,Sicilian Defense,B20,Blitz,56,white,154,1732.0,True
836,1168,Sicilian Defense,B20,Blitz,35,black,-332,1002.0,True
1604,1552,Caro-Kann Defense,B10,Blitz,22,black,52,1578.0,False
1857,1679,London System,D02,Blitz,36,white,178,1768.0,True
1454,1477,Sicilian Defense,B20,Rapid,20,white,-23,1465.5,False
1665,1582,Slav Defense,D10,Blitz,25,white,83,1623.5,True
1289,1394,Scandinavian Defense,B01,Blitz,21,black,-105,1341.5,True
1464,1482,Sicilian Defense,B20,Blitz,32,black,-18,1473.0,True
1014,1257,French Defense,C00,Blitz,51,black,-243,1135.5,True
797,1149,Ruy Lopez,C60,Blitz,55,black,-352,973.0,True
1783,1642,Pirc Defense,B07,Classical,53,black,141,1712.5,False
1205,1353,King's Indian Defense,E60,Blitz,27,black,-148,1279.0,True
1363,1431,Queen's Gambit,D06,Blitz,26,black,-68,1397.0,True
1084,1292,Queen's Gambit,D06,Blitz,66,black,-208,1188.0,True
1077,1288,King's Indian Defense,E60,Blitz,68,white,-211,1182.5,False
1448,1474,Sicilian Defense,B20,Classical,23,black,-26,1461.0,True
1281,1390,Queen's Gambit,D06,Rapid,24,black,-109,1335.5,True
1613,1556,Italian Game,C50,Blitz,33,black,57,1584.5,False
1636,1568,English Opening,A10,Blitz,31,white,68,1602.0,True
1596,1548,Scandinavian Defense,B01,Blitz,50,white,48,1572.0,True
1572,1536,Caro-Kann Defense,B10,Bullet,41,white,36,1554.0,True
1973,1736,Italian Game,C50,Blitz,62,white,237,1854.5,True
1180,1340,French Defense,C00,Rapid,26,black,-160,1260.0,True
1484,1492,Slav Defense,D10,Blitz,33,black,-8,1488.0,True
1840,1670,Ruy Lopez,C60,Bullet,28,black,170,1755.0,False
1879,1689,Italian Game,C50,Rapid,58,white,190,1784.0,True
1073,1286,Italian Game,C50,Rapid,55,black,-213,1179.5,True
1406,1453,London System,D02,Bullet,23,black,-47,1429.5,True
1907,1703,Italian Game,C50,Blitz,64,draw,204,1805.0,False
1652,1576,King's Indian Defense,E60,Blitz,25,white,76,1614.0,True
1559,1530,Pirc Defense,B07,Rapid,60,black,29,1544.5,False
1435,1468,English Opening,A10,Bullet,26,black,-33,1451.5,True
1385,1443,French Defense,C00,Bullet,68,draw,-58,1414.0,False
1586,1543,Ruy Lopez,C60,Blitz,51,white,43,1564.5,True
1424,1462,Sicilian Defense,B20,Bullet,41,black,-38,1443.0,True
1487,1493,Italian Game,C50,Blitz,38,black,-6,1490.0,True
1524,1512,Pirc Defense,B07,Rapid,65,black,12,1518.0,False
1297,1399,Italian Game,C50,Bullet,59,black,-102,1348.0,True
1660,1580,Sicilian Defense,B20,Blitz,50,black,80,1620.0,False
2374,1937,London System,D02,Classical,39,black,437,2155.5,False
967,1234,Caro-Kann Defense,B10,Blitz,63,black,-267,1100.5,True
1597,1548,French Defense,C00,Blitz,54,white,49,1572.5,True
1272,1386,Scandinavian Defense,B01,Blitz,49,black,-114,1329.0,True
1673,1586,King's Indian Defense,E60,Bullet,25,white,87,1629.5,True
1514,1507,Slav Defense,D10,Bullet,40,white,7,1510.5,True
1729,1615,Caro-Kann Defense,B10,Blitz,20,white,114,1672.0,True
1853,1677,Scandinavian Defense,B01,Blitz,73,draw,176,1765.0,False
1558,1529,Slav Defense,D10,Bullet,52,white,29,1543.5,True
1840,1670,Caro-Kann Defense,B10,Bullet,69,white,170,1755.0,True
797,1149,Queen's Gambit,D06,Rapid,42,black,-352,973.0,True
1977,1738,Pirc Defense,B07,Bullet,51,white,239,1857.5,True
1613,1557,Ruy Lopez,C60,Rapid,21,white,56,1585.0,True
1823,1661,Sicilian Defense,B20,Blitz,39,white,162,1742.0,True
1134,1317,King's Indian Defense,E60,Blitz,33,black,-183,1225.5,True
1251,1376,Pirc Defense,B07,Bullet,35,black,-125,1313.5,True
1544,1522,Italian Game,C50,Bullet,56,black,22,1533.0,False
1495,1498,Slav Defense,D10,Blitz,64,draw,-3,1496.5,False
1585,1543,London System,D02,Blitz,51,white,42,1564.0,True
1825,1662,Pirc Defense,B07,Bullet,20,black,163,1743.5,False
970,1235,Caro-Kann Defense,B10,Blitz,44,black,-265,1102.5,True
1792,1646,Queen's Gambit,D06,Blitz,57,white,146,1719.0,True
1502,1501,King's Indian Defense,E60,Bullet,51,white,1,1501.5,True
1439,1470,Italian Game,C50,Blitz,47,black,-31,1454.5,True
1059,1280,Slav Defense,D10,Bullet,37,black,-221,1169.5,True
1651,1576,English Opening,A10,Blitz,53,white,75,1613.5,True
776,1138,Caro-Kann Defense,B10,Bullet,28,white,-362,957.0,False
1695,1598,King's Indian Defense,E60,Blitz,27,black,97,1646.5,False
1052,1276,Scandinavian Defense,B01,Blitz,38,black,-224,1164.0,True
1516,1508,King's Indian Defense,E60,Blitz,37,white,8,1512.0,True
1464,1482,Slav Defense,D10,Blitz,43,draw,-18,1473.0,False
1851,1676,Pirc Defense,B07,Classical,23,white,175,1763.5,True
1446,1473,Pirc Defense,B07,Blitz,56,black,-27,1459.5,True
1292,1396,English Opening,A10,Rapid,29,black,-104,1344.0,True
1348,1424,Scandinavian Defense,B01,Bullet,62,black,-76,1386.0,True
1882,1691,Queen's Gambit,D06,Blitz,51,white,191,1786.5,True
1661,1581,Sicilian Defense,B20,Bullet,29,white,80,1621.0,True
1384,1442,French Defense,C00,Blitz,25,white,-58,1413.0,False
1429,1464,Slav Defense,D10,Blitz,61,black,-35,1446.5,True
1030,1265,Italian Game,C50,Rapid,20,black,-235,1147.5,True
1617,1559,King's Indian Defense,E60,Blitz,61,draw,58,1588.0,False
972,1236,Ruy Lopez,C60,Blitz,28,black,-264,1104.0,True
1726,1613,Caro-Kann Defense,B10,Bullet,56,black,113,1669.5,False
1539,1520,Italian Game,C50,Bullet,42,white,19,1529.5,True
2216,1858,Scandinavian Defense,B01,Rapid,42,white,358,2037.0,True
1170,1335,London System,D02,Bullet,23,white,-165,1252.5,False
1469,1484,London System,D02,Bullet,34,white,-15,1476.5,False
2039,1769,Scandinavian Defense,B01,Classical,22,black,270,1904.0,False
1857,1678,Ruy Lopez,C60,Classical,28,white,179,1767.5,True
1291,1395,King's Indian Defense,E60,Blitz,32,white,-104,1343.0,False
1567,1533,Italian Game,C50,Blitz,31,black,34,1550.0,False
1501,1501,French Defense,C00,Rapid,21,black,0,1501.0,False
1585,1543,King's Indian Defense,E60,Bullet,33,white,42,1564.0,True
1290,1395,Scandinavian Defense,B01,Blitz,56,black,-105,1342.5,True
1473,1486,Italian Game,C50,Blitz,29,black,-13,1479.5,True
1021,1261,London System,D02,Classical,35,white,-240,1141.0,False
1541,1521,Caro-Kann Defense,B10,Classical,40,black,20,1531.0,False
1635,1567,Slav Defense,D10,Blitz,67,white,68,1601.0,True
1432,1466,King's Indian Defense,E60,Bullet,39,black,-34,1449.0,True
1015,1257,King's Indian Defense,E60,Blitz,52,black,-242,1136.0,True
1797,1649,Scandinavian Defense,B01,Bullet,39,black,148,1723.0,False
1609,1554,London System,D02,Rapid,52,white,55,1581.5,True
1282,1391,Italian Game,C50,Bullet,47,white,-109,1336.5,False
1416,1458,King's Indian Defense,E60,Bullet,63,black,-42,1437.0,True
1050,1275,Sicilian Defense,B20,Rapid,47,black,-225,1162.5,True
1192,1346,Caro-Kann Defense,B10,Blitz,35,black,-154,1269.0,True
1339,1420,London System,D02,Rapid,57,black,-81,1379.5,True
1869,1685,Slav Defense,D10,Bullet,36,white,184,1777.0,True
1308,1404,Queen's Gambit,D06,Rapid,35,white,-96,1356.0,False
1692,1596,French Defense,C00,Bullet,45,white,96,1644.0,True
1339,1420,King's Indian Defense,E60,Bullet,64,white,-81,1379.5,False
1574,1537,French Defense,C00,Blitz,23,black,37,1555.5,False
1458,1479,Ruy Lopez,C60,Bullet,20,white,-21,1468.5,False
1762,1631,Queen's Gambit,D06,Blitz,62,white,131,1696.5,True
1340,1420,French Defense,C00,Bullet,31,black,-80,1380.0,True
1028,1264,King's Indian Defense,E60,Bullet,69,black,-236,1146.0,True
1085,1292,Pirc Defense,B07,Rapid,59,black,-207,1188.5,True
1340,1420,King's Indian Defense,E60,Bullet,50,black,-80,1380.0,True
1125,1312,French Defense,C00,Blitz,46,black,-187,1218.5,True
1623,1561,English Opening,A10,Rapid,34,black,62,1592.0,False
1360,1430,London System,D02,Bullet,32,black,-70,1395.0,True
2212,1856,Caro-Kann Defense,B10,Rapid,49,black,356,2034.0,False
979,1240,Caro-Kann Defense,B10,Bullet,58,black,-261,1109.5,True
1561,1530,Ruy Lopez,C60,Blitz,71,draw,31,1545.5,False
1162,1331,Slav Defense,D10,Bullet,42,black,-169,1246.5,True
1352,1426,Slav Defense,D10,Rapid,52,black,-74,1389.0,True
1542,1521,Ruy Lopez,C60,Blitz,20,white,21,1531.5,True
802,1151,French Defense,C00,Blitz,67,black,-349,976.5,True
1571,1535,Queen's Gambit,D06,Classical,49,white,36,1553.0,True
2071,1786,Pirc Defense,B07,Blitz,58,white,285,1928.5,True
1364,1432,Sicilian Defense,B20,Rapid,23,white,-68,1398.0,False
1578,1539,Ruy Lopez,C60,Rapid,30,draw,39,1558.5,False
1807,1653,Queen's Gambit,D06,Classical,58,white,154,1730.0,True
1451,1476,King's Indian Defense,E60,Classical,59,white,-25,1463.5,False
1326,1413,Ruy Lopez,C60,Classical,45,white,-87,1369.5,False
817,1158,King's Indian Defense,E60,Bullet,69,black,-341,987.5,True
1692,1596,Scandinavian Defense,B01,Rapid,25,white,96,1644.0,True
1466,1483,London System,D02,Rapid,62,white,-17,1474.5,False
1196,1348,Italian Game,C50,Blitz,22,black,-152,1272.0,True
1538,1519,Italian Game,C50,Bullet,33,black,19,1528.5,False
1325,1413,Italian Game,C50,Classical,56,black,-88,1369.0,True
1341,1420,Slav Defense,D10,Bullet,34,white,-79,1380.5,False
1682,1591,English Opening,A10,Blitz,24,white,91,1636.5,True
1098,1299,King's Indian Defense,E60,Blitz,28,draw,-201,1198.5,False
1814,1657,London System,D02,Bullet,64,white,157,1735.5,True
1081,1291,English Opening,A10,Rapid,40,black,-210,1186.0,True
1301,1400,Ruy Lopez,C60,Bullet,73,draw,-99,1350.5,False
2077,1789,King's Indian Defense,E60,Blitz,71,draw,288,1933.0,False
1838,1669,Scandinavian Defense,B01,Rapid,69,white,169,1753.5,True
1529,1514,Sicilian Defense,B20,Blitz,57,white,15,1521.5,True
1218,1359,English Opening,A10,Rapid,36,white,-141,1288.5,False
1341,1420,Caro-Kann Defense,B10,Bullet,52,black,-79,1380.5,True
1522,1511,Sicilian Defense,B20,Rapid,29,black,11,1516.5,False
1511,1505,Queen's Gambit,D06,Classical,63,white,6,1508.0,True
1473,1487,Caro-Kann Defense,B10,Bullet,25,white,-14,1480.0,False
1491,1496,French Defense,C00,Blitz,50,white,-5,1493.5,False
1436,1468,Queen's Gambit,D06,Blitz,22,white,-32,1452.0,False
1067,1283,English Opening,A10,Blitz,44,white,-216,1175.0,False
1345,1422,French Defense,C00,Rapid,26,white,-77,1383.5,False
1774,1637,Caro-Kann Defense,B10,Blitz,56,white,137,1705.5,True
1089,1294,London System,D02,Blitz,33,white,-205,1191.5,False
1443,1471,Italian Game,C50,Bullet,46,black,-28,1457.0,True
1254,1377,French Defense,C00,Blitz,21,black,-123,1315.5,True
1533,1516,Sicilian Defense,B20,Rapid,68,black,17,1524.5,False
1383,1441,Pirc Defense,B07,Bullet,45,white,-58,1412.0,False
1943,1721,Ruy Lopez,C60,Blitz,54,white,222,1832.0,True
1652,1576,London System,D02,Bullet,27,white,76,1614.0,True
1106,1303,Ruy Lopez,C60,Rapid,58,black,-197,1204.5,True
1701,1600,Queen's Gambit,D06,Blitz,66,black,101,1650.5,False
1268,1384,English Opening,A10,Blitz,26,black,-116,1326.0,True
1327,1414,London System,D02,Bullet,36,black,-87,1370.5,True
1594,1547,Ruy Lopez,C60,Blitz,30,black,47,1570.5,False
1352,1426,Ruy Lopez,C60,Classical,27,white,-74,1389.0,False
1768,1634,Slav Defense,D10,Blitz,44,white,134,1701.0,True
1268,1384,Queen's Gambit,D06,Blitz,66,draw,-116,1326.0,False
1314,1407,Ruy Lopez,C60,Rapid,53,white,-93,1360.5,False
1303,1401,Scandinavian Defense,B01,Blitz,52,white,-98,1352.0,False
1330,1415,Italian Game,C50,Blitz,37,black,-85,1372.5,True
1830,1665,Slav Defense,D10,Blitz,52,white,165,1747.5,True
1689,1595,Slav Defense,D10,Bullet,63,white,94,1642.0,True
2013,1757,Slav Defense,D10,Rapid,39,white,256,1885.0,True
2180,1840,Queen's Gambit,D06,Rapid,28,white,340,2010.0,True
1191,1346,Italian Game,C50,Classical,58,black,-155,1268.5,True
1521,1510,Caro-Kann Defense,B10,Rapid,42,white,11,1515.5,True
1147,1323,French Defense,C00,Blitz,24,black,-176,1235.0,True
1267,1384,Pirc Defense,B07,Bullet,28,white,-117,1325.5,False
1311,1406,English Opening,A10,Blitz,53,white,-95,1358.5,False
1183,1342,Pirc Defense,B07,Classical,37,black,-159,1262.5,True
1184,1342,London System,D02,Rapid,57,black,-158,1263.0,True
1457,1479,Scandinavian Defense,B01,Blitz,68,white,-22,1468.0,False
1135,1318,Italian Game,C50,Blitz,48,black,-183,1226.5,True
1753,1627,Sicilian Defense,B20,Rapid,50,white,126,1690.0,True
1225,1363,Sicilian Defense,B20,Classical,56,black,-138,1294.0,True
2343,1922,English Opening,A10,Rapid,69,white,421,2132.5,True
1365,1433,Ruy Lopez,C60,Blitz,65,black,-68,1399.0,True
1522,1511,Pirc Defense,B07,Bullet,24,black,11,1516.5,False
1111,1305,Italian Game,C50,Blitz,25,black,-194,1208.0,True
2012,1756,Pirc Defense,B07,Blitz,69,black,256,1884.0,False
1836,1668,Scandinavian Defense,B01,Classical,34,white,168,1752.0,True
1589,1544,Italian Game,C50,Blitz,61,black,45,1566.5,False
1096,1298,Sicilian Defense,B20,Blitz,66,black,-202,1197.0,True
1563,1531,French Defense,C00,Blitz,52,white,32,1547.0,True
1164,1332,French Defense,C00,Blitz,23,black,-168,1248.0,True
1939,1720,Queen's Gambit,D06,Blitz,33,white,219,1829.5,True
1743,1622,King's Indian Defense,E60,Bullet,39,white,121,1682.5,True
1529,1515,Italian Game,C50,Rapid,63,black,14,1522.0,False
769,1134,Italian Game,C50,Blitz,61,black,-365,951.5,True
1205,1353,Scandinavian Defense,B01,Blitz,67,white,-148,1279.0,False
1706,1603,Pirc Defense,B07,Bullet,52,black,103,1654.5,False
1864,1682,Queen's Gambit,D06,Blitz,30,white,182,1773.0,True
1833,1667,Pirc Defense,B07,Rapid,56,draw,166,1750.0,False
1022,1261,French Defense,C00,Rapid,52,black,-239,1141.5,True
1590,1545,French Defense,C00,Bullet,41,black,45,1567.5,False
1805,1653,Italian Game,C50,Classical,37,white,152,1729.0,True
1002,1251,Caro-Kann Defense,B10,Rapid,59,black,-249,1126.5,True
1498,1499,Caro-Kann Defense,B10,Bullet,65,draw,-1,1498.5,False
1582,1541,English Opening,A10,Bullet,68,black,41,1561.5,False
1410,1455,Italian Game,C50,Bullet,69,black,-45,1432.5,True
944,1222,Ruy Lopez,C60,Rapid,63,black,-278,1083.0,True
1402,1451,Caro-Kann Defense,B10,Bullet,82,draw,-49,1426.5,False
1402,1451,Sicilian Defense,B20,Blitz,32,black,-49,1426.5,True
1456,1478,Italian Game,C50,Rapid,74,draw,-22,1467.0,False
1331,1416,English Opening,A10,Rapid,50,black,-85,1373.5,True
1367,1433,Pirc Defense,B07,Blitz,34,black,-66,1400.0,True
1488,1494,King's Indian Defense,E60,Rapid,76,draw,-6,1491.0,False
1633,1567,Italian Game,C50,Bullet,57,white,66,1600.0,True
1409,1455,Pirc Defense,B07,Rapid,35,white,-46,1432.0,False
1377,1438,King's Indian Defense,E60,Bullet,56,white,-61,1407.5,False
1528,1514,Scandinavian Defense,B01,Bullet,63,black,14,1521.0,False
924,1212,Ruy Lopez,C60,Classical,24,black,-288,1068.0,True
1643,1571,King's Indian Defense,E60,Bullet,49,white,72,1607.0,True
1500,1500,Sicilian Defense,B20,Bullet,29,black,0,1500.0,False
1512,1506,English Opening,A10,Blitz,68,black,6,1509.0,False
1788,1644,Ruy Lopez,C60,Blitz,66,white,144,1716.0,True
914,1207,Slav Defense,D10,Bullet,22,black,-293,1060.5,True
908,1204,Sicilian Defense,B20,Blitz,55,black,-296,1056.0,True
1582,1541,English Opening,A10,Rapid,53,black,41,1561.5,False
1498,1499,Italian Game,C50,Rapid,44,white,-1,1498.5,False
1551,1525,Scandinavian Defense,B01,Bullet,37,white,26,1538.0,True
1361,1430,Caro-Kann Defense,B10,Blitz,56,black,-69,1395.5,True
1699,1599,Pirc Defense,B07,Rapid,64,white,100,1649.0,True
1780,1640,English Opening,A10,Bullet,20,white,140,1710.0,True
1645,1572,French Defense,C00,Bullet,53,white,73,1608.5,True
1422,1461,Italian Game,C50,Bullet,37,black,-39,1441.5,True
868,1184,English Opening,A10,Blitz,59,black,-316,1026.0,True
1731,1616,Caro-Kann Defense,B10,Bullet,26,white,115,1673.5,True
1867,1684,Sicilian Defense,B20,Rapid,61,white,183,1775.5,True
1693,1596,King's Indian Defense,E60,Classical,50,white,97,1644.5,True
1236,1368,Ruy Lopez,C60,Bullet,30,white,-132,1302.0,False
1702,1601,Ruy Lopez,C60,Blitz,62,draw,101,1651.5,False
1758,1629,Sicilian Defense,B20,Bullet,46,black,129,1693.5,False
1968,1734,French Defense,C00,Bullet,59,white,234,1851.0,True
1237,1368,Ruy Lopez,C60,Rapid,54,draw,-131,1302.5,False
1432,1466,Sicilian Defense,B20,Blitz,65,white,-34,1449.0,False
1724,1612,Caro-Kann Defense,B10,Classical,53,black,112,1668.0,False
1517,1508,Ruy Lopez,C60,Blitz,45,black,9,1512.5,False
1165,1333,Italian Game,C50,Bullet,65,black,-168,1249.0,True
1624,1562,Caro-Kann Defense,B10,Blitz,55,black,62,1593.0,False
1674,1587,Sicilian Defense,B20,Bullet,64,white,87,1630.5,True
1526,1513,Pirc Defense,B07,Rapid,51,white,13,1519.5,True
1566,1533,Caro-Kann Defense,B10,Blitz,39,black,33,1549.5,False
1422,1461,Pirc Defense,B07,Blitz,41,black,-39,1441.5,True
1943,1721,Slav Defense,D10,Blitz,34,white,222,1832.0,True
1230,1365,Pirc Defense,B07,Blitz,52,black,-135,1297.5,True
1324,1412,King's Indian Defense,E60,Rapid,65,black,-88,1368.0,True
1503,1501,Caro-Kann Defense,B10,Bullet,39,black,2,1502.0,False
1764,1632,Scandinavian Defense,B01,Bullet,35,black,132,1698.0,False
1051,1276,Sicilian Defense,B20,Bullet,28,black,-225,1163.5,True
1107,1304,Slav Defense,D10,Blitz,45,black,-197,1205.5,True
889,1195,Queen's Gambit,D06,Blitz,55,black,-306,1042.0,True
1510,1505,Sicilian Defense,B20,Bullet,53,black,5,1507.5,False
1165,1333,Ruy Lopez,C60,Blitz,33,black,-168,1249.0,True
1385,1443,Ruy Lopez,C60,Blitz,65,draw,-58,1414.0,False
1698,1599,Sicilian Defense,B20,Bullet,55,white,99,1648.5,True
1308,1404,Scandinavian Defense,B01,Classical,58,black,-96,1356.0,True
1569,1534,Italian Game,C50,Blitz,31,draw,35,1551.5,False
1410,1455,Slav Defense,D10,Blitz,40,black,-45,1432.5,True
1702,1601,Caro-Kann Defense,B10,Blitz,24,black,101,1651.5,False
1643,1572,Scandinavian Defense,B01,Blitz,44,white,71,1607.5,True
1292,1396,French Defense,C00,Rapid,61,black,-104,1344.0,True
1449,1474,Italian Game,C50,Blitz,25,black,-25,1461.5,True
1813,1656,Ruy Lopez,C60,Blitz,24,white,157,1734.5,True
1618,1559,English Opening,A10,Classical,66,white,59,1588.5,True
1081,1291,Scandinavian Defense,B01,Rapid,22,black,-210,1186.0,True
1697,1599,Queen's Gambit,D06,Rapid,25,white,98,1648.0,True
1175,1338,French Defense,C00,Bullet,45,black,-163,1256.5,True
1924,1712,Pirc Defense,B07,Bullet,38,white,212,1818.0,True
1807,1653,Slav Defense,D10,Blitz,25,black,154,1730.0,False
1587,1544,French Defense,C00,Blitz,50,white,43,1565.5,True
1547,1523,Ruy Lopez,C60,Blitz,33,white,24,1535.0,True
1437,1468,Queen's Gambit,D06,Rapid,30,black,-31,1452.5,True
1704,1602,King's Indian Defense,E60,Bullet,63,white,102,1653.0,True
1389,1445,King's Indian Defense,E60,Bullet,37,white,-56,1417.0,False
1571,1536,Ruy Lopez,C60,Blitz,50,black,35,1553.5,False
1762,1631,Sicilian Defense,B20,Bullet,52,black,131,1696.5,False
1331,1415,Caro-Kann Defense,B10,Blitz,64,white,-84,1373.0,False
1315,1407,London System,D02,Rapid,29,white,-92,1361.0,False
1142,1321,Italian Game,C50,Blitz,54,black,-179,1231.5,True
1181,1341,French Defense,C00,Rapid,45,black,-160,1261.0,True
951,1225,Italian Game,C50,Blitz,64,black,-274,1088.0,True
1719,1610,Ruy Lopez,C60,Rapid,30,white,109,1664.5,True
2043,1772,English Opening,A10,Bullet,28,white,271,1907.5,True
1928,1714,Queen's Gambit,D06,Rapid,23,white,214,1821.0,True
1012,1256,Queen's Gambit,D06,Rapid,54,white,-244,1134.0,False
1717,1608,Pirc Defense,B07,Bullet,69,white,109,1662.5,True
1927,1714,Ruy Lopez,C60,Blitz,42,white,213,1820.5,True
1363,1432,Ruy Lopez,C60,Rapid,44,black,-69,1397.5,True
1530,1515,Pirc Defense,B07,Bullet,56,draw,15,1522.5,False
898,1199,King's Indian Defense,E60,Rapid,48,black,-301,1048.5,True
1580,1540,Sicilian Defense,B20,Classical,58,black,40,1560.0,False
1181,1341,Caro-Kann Defense,B10,Rapid,53,black,-160,1261.0,True
1560,1530,King's Indian Defense,E60,Blitz,66,black,30,1545.0,False
1032,1266,Queen's Gambit,D06,Blitz,47,black,-234,1149.0,True
1663,1582,King's Indian Defense,E60,Classical,49,white,81,1622.5,True
1807,1653,English Opening,A10,Blitz,54,white,154,1730.0,True
1265,1382,Queen's Gambit,D06,Bullet,41,white,-117,1323.5,False
1159,1330,London System,D02,Bullet,59,black,-171,1244.5,True
853,1176,Caro-Kann Defense,B10,Rapid,68,black,-323,1014.5,True
1420,1460,Pirc Defense,B07,Blitz,65,black,-40,1440.0,True
1326,1413,Italian Game,C50,Bullet,66,black,-87,1369.5,True
1035,1268,Queen's Gambit,D06,Blitz,27,black,-233,1151.5,True
1636,1568,Scandinavian Defense,B01,Rapid,57,black,68,1602.0,False
1365,1432,Slav Defense,D10,Blitz,41,black,-67,1398.5,True
1177,1338,Ruy Lopez,C60,Rapid,32,white,-161,1257.5,False
1334,1417,Pirc Defense,B07,Rapid,41,white,-83,1375.5,False
1821,1660,Ruy Lopez,C60,Classical,67,black,161,1740.5,False
1681,1591,French Defense,C00,Rapid,49,black,90,1636.0,False
1461,1481,Queen's Gambit,D06,Bullet,26,white,-20,1471.0,False
