white_rating,black_rating,opening_name,opening_eco,time_control,num_moves,result
1081,1291,Slav Defense,D10,Rapid,25,white
1037,1269,English Opening,A10,Blitz,59,black
1696,1598,King's Indian Defense,E60,Rapid,62,white
1417,1459,Scandinavian Defense,B01,Blitz,44,black
1321,1410,Caro-Kann Defense,B10,Blitz,54,white
1503,1502,French Defense,C00,Blitz,58,draw
1738,1619,French Defense,C00,Classical,31,white
1554,1527,Italian Game,C50,Bullet,22,black
1303,1401,Slav Defense,D10,Blitz,41,draw
1868,1684,Queen's Gambit,D06,Rapid,26,white
1974,1737,Queen's Gambit,D06,Blitz,27,white
1648,1574,Pirc Defense,B07,Rapid,67,white
1792,1646,King's Indian Defense,E60,Blitz,63,white
1873,1687,English Opening,A10,Bullet,35,white
1839,1669,Ruy Lopez,C60,Blitz,71,draw
1684,1592,Queen's Gambit,D06,Blitz,65,black
1680,1590,Scandinavian Defense,B01,Bullet,41,white
1656,1578,Caro-Kann Defense,B10,Bullet,46,white
1171,1336,Italian Game,C50,Bullet,62,black
1710,1605,Slav Defense,D10,Rapid,47,black
1093,1296,French Defense,C00,Rapid,67,black
1262,1381,Scandinavian Defense,B01,Blitz,29,white
1891,1695,French Defense,C00,Bullet,31,white
1752,1626,King's Indian Defense,E60,Blitz,26,white
1946,1723,London System,D02,Rapid,40,draw
1418,1459,Slav Defense,D10,Rapid,54,white
1154,1327,Ruy Lopez,C60,Bullet,29,white
1428,1464,Scandinavian Defense,B01,Bullet,37,black
1531,1516,Slav Defense,D10,Classical,51,black
1524,1512,English Opening,A10,Rapid,40,white
1840,1670,Italian Game,C50,Bullet,69,white
1392,1446,Ruy Lopez,C60,Rapid,30,white
1606,1553,Ruy Lopez,C60,Bullet,23,white
1203,1351,Italian Game,C50,Bullet,67,draw
1635,1567,London System,D02,Rapid,41,white
1501,1501,Pirc Defense,B07,Blitz,42,draw
1275,1387,King's Indian Defense,E60,Blitz,44,black
1429,1464,English Opening,A10,Classical,66,black
1445,1473,London System,D02,Rapid,43,white
1419,1460,French Defense,C00,Bullet,51,black
2031,1765,Caro-Kann Defense,B10,Blitz,56,white
1470,1485,English Opening,A10,Rapid,41,white
1427,1464,Queen's Gambit,D06,Blitz,43,draw
871,1186,Sicilian Defense,B20,Classical,36,black
1232,1366,King's Indian Defense,E60,Blitz,52,black
1421,1460,London System,D02,Bullet,54,white
1294,1397,Sicilian Defense,B20,Bullet,55,white
1915,1708,Ruy Lopez,C60,Rapid,60,white
1451,1476,Queen's Gambit,D06,Classical,63,black
1887,1694,London System,D02,Bullet,69,black
1519,1510,King's Indian Defense,E60,Bullet,48,black
1511,1505,King's Indian Defense,E60,Rapid,35,white
1473,1486,English Opening,A10,Bullet,45,white
1501,1500,Queen's Gambit,D06,Bullet,31,black
2016,1758,Scandinavian Defense,B01,Rapid,57,black
804,1152,Sicilian Defense,B20,Rapid,47,white
900,1200,Italian Game,C50,Rapid,52,black
1337,1418,London System,D02,Blitz,55,white
1504,1502,English Opening,A10,Blitz,64,black
1707,1603,Ruy Lopez,C60,Classical,43,white
1642,1571,Caro-Kann Defense,B10,Bullet,36,black
1385,1443,Sicilian Defense,B20,Bullet,56,white
1806,1653,Scandinavian Defense,B01,Rapid,22,black
1809,1654,London System,D02,Blitz,37,white
1555,1527,Queen's Gambit,D06,Rapid,61,white
1789,1645,French Defense,C00,Bullet,49,white
1582,1541,Ruy Lopez,C60,Classical,22,white
1332,1416,French Defense,C00,Blitz,54,white
1709,1604,Queen's Gambit,D06,Blitz,63,white
1533,1516,Ruy Lopez,C60,Classical,54,white
1500,1500,Caro-Kann Defense,B10,Blitz,37,draw
1942,1721,Slav Defense,D10,Rapid,31,draw
765,1133,London System,D02,Blitz,21,black
1075,1288,Queen's Gambit,D06,Rapid,39,black
1144,1322,Pirc Defense,B07,Rapid,26,black
1391,1445,Ruy Lopez,C60,Blitz,20,white
1424,1462,Slav Defense,D10,Bullet,69,draw
1048,1274,Queen's Gambit,D06,Bullet,40,draw
1204,1352,King's Indian Defense,E60,Classical,28,white
1242,1371,Ruy Lopez,C60,Classical,58,white
2237,1868,London System,D02,Classical,45,white
2041,1771,Queen's Gambit,D06,Bullet,44,white
1376,1438,Slav Defense,D10,Blitz,20,white
1391,1446,Sicilian Defense,B20,Rapid,68,white
1155,1327,King's Indian Defense,E60,Rapid,33,black
928,1214,Italian Game,C50,Bullet,52,black
1465,1483,Slav Defense,D10,Blitz,22,black
1201,1351,Caro-Kann Defense,B10,Bullet,65,black
1475,1488,Scandinavian Defense,B01,Blitz,58,white
1020,1260,Slav Defense,D10,Bullet,73,draw
1271,1385,King's Indian Defense,E60,Bullet,37,black
1545,1523,Sicilian Defense,B20,Bullet,28,black
1610,1555,Ruy Lopez,C60,Classical,44,draw
1625,1562,Ruy Lopez,C60,Rapid,59,black
1104,1302,Slav Defense,D10,Classical,49,black
1756,1628,Slav Defense,D10,Blitz,65,white
1260,1380,Caro-Kann Defense,B10,Blitz,25,white
1690,1595,Slav Defense,D10,Blitz,34,white
1497,1499,Ruy Lopez,C60,Blitz,62,white
1087,1293,Scandinavian Defense,B01,Blitz,55,black
1405,1452,French Defense,C00,Rapid,56,black
1610,1555,Ruy Lopez,C60,Rapid,46,black
1684,1592,Queen's Gambit,D06,Rapid,73,draw
1458,1479,Caro-Kann Defense,B10,Bullet,36,black
1960,1730,French Defense,C00,Blitz,63,white
1802,1651,Ruy Lopez,C60,Bullet,39,black
1423,1461,French Defense,C00,Bullet,59,white
1725,1612,Italian Game,C50,Rapid,41,black
2080,1790,Pirc Defense,B07,Blitz,37,white
2088,1794,French Defense,C00,Rapid,43,white
1132,1316,Italian Game,C50,Bullet,51,black
1222,1361,King's Indian Defense,E60,Classical,29,black
1945,1722,Slav Defense,D10,Classical,34,white
1183,1342,French Defense,C00,Blitz,46,black
1103,1301,Slav Defense,D10,Rapid,64,white
1354,1427,English Opening,A10,Bullet,34,white
1626,1563,Scandinavian Defense,B01,Rapid,29,black
1469,1484,Queen's Gambit,D06,Rapid,35,white
1305,1403,Sicilian Defense,B20,Rapid,30,black
1298,1399,French Defense,C00,Rapid,31,black
1286,1393,Pirc Defense,B07,Blitz,34,black
1236,1368,London System,D02,Rapid,68,black
2184,1842,London System,D02,Blitz,38,white
1589,1544,Slav Defense,D10,Bullet,49,black
1766,1633,French Defense,C00,Bullet,30,white
1353,1426,Queen's Gambit,D06,Rapid,48,white
1444,1472,Pirc Defense,B07,Blitz,64,black
1286,1393,King's Indian Defense,E60,Blitz,58,white
704,1102,Queen's Gambit,D06,Classical,51,black
1087,1294,Queen's Gambit,D06,Blitz,64,black
957,1229,Slav Defense,D10,Blitz,43,black
825,1162,Sicilian Defense,B20,Blitz,20,black
1141,1320,Sicilian Defense,B20,Blitz,67,black
1897,1698,Scandinavian Defense,B01,Rapid,42,black
1487,1494,Sicilian Defense,B20,Blitz,35,white
1887,1693,Ruy Lopez,C60,Blitz,49,white
1623,1561,Pirc Defense,B07,Rapid,46,white
1735,1618,Caro-Kann Defense,B10,Rapid,62,black
1230,1365,Scandinavian Defense,B01,Rapid,59,black
1657,1578,Caro-Kann Defense,B10,Bullet,30,white
1719,1610,Italian Game,C50,Rapid,59,white
1327,1413,Ruy Lopez,C60,Blitz,52,white
1668,1584,London System,D02,Bullet,60,black
1670,1585,Italian Game,C50,Blitz,35,black
1335,1417,English Opening,A10,Rapid,31,draw
1163,1331,French Defense,C00,Blitz,57,white
1145,1323,French Defense,C00,Rapid,22,black
1526,1513,Pirc Defense,B07,Blitz,34,white
1598,1549,English Opening,A10,Bullet,68,black
1262,1381,English Opening,A10,Blitz,29,white
1508,1504,French Defense,C00,Blitz,55,black
1671,1585,French Defense,C00,Blitz,69,black
1685,1592,Scandinavian Defense,B01,Rapid,34,black
1966,1733,Sicilian Defense,B20,Rapid,68,white
1883,1691,Ruy Lopez,C60,Bullet,48,black
1200,1350,English Opening,A10,Blitz,56,black
2005,1752,English Opening,A10,Bullet,41,white
1341,1421,Italian Game,C50,Blitz,20,black
1813,1656,London System,D02,Bullet,69,draw
1520,1510,King's Indian Defense,E60,Blitz,31,white
1376,1438,Ruy Lopez,C60,Rapid,64,white
958,1229,London System,D02,Blitz,20,black
1449,1475,Pirc Defense,B07,Bullet,31,draw
1032,1266,Caro-Kann Defense,B10,Blitz,37,black
1790,1645,Queen's Gambit,D06,Blitz,20,black
1955,1727,Queen's Gambit,D06,Blitz,68,white
1261,1381,English Opening,A10,Bullet,52,black
1591,1546,Sicilian Defense,B20,Rapid,44,white
1282,1391,Caro-Kann Defense,B10,Blitz,34,black
1311,1405,Sicilian Defense,B20,Blitz,55,black
1732,1616,Sicilian Defense,B20,Bullet,50,black
1488,1494,Caro-Kann Defense,B10,Blitz,25,black
2022,1761,Scandinavian Defense,B01,Blitz,69,white
1355,1427,Slav Defense,D10,Bullet,23,black
1800,1650,Italian Game,C50,Blitz,59,white
1529,1514,Ruy Lopez,C60,Blitz,53,white
1739,1620,Caro-Kann Defense,B10,Rapid,29,white
1366,1433,King's Indian Defense,E60,Classical,43,white
1485,1492,Pirc Defense,B07,Bullet,33,black
1465,1482,Scandinavian Defense,B01,Bullet,33,black
1249,1374,King's Indian Defense,E60,Rapid,62,black
1699,1600,Sicilian Defense,B20,Classical,30,white
1695,1597,Sicilian Defense,B20,Rapid,45,draw
1678,1589,Italian Game,C50,Bullet,26,black
1961,1730,English Opening,A10,Bullet,40,white
1935,1718,Queen's Gambit,D06,Bullet,47,black
1388,1444,Ruy Lopez,C60,Rapid,57,black
1612,1556,Scandinavian Defense,B01,Blitz,38,black
1313,1407,London System,D02,Blitz,31,white
1507,1503,Caro-Kann Defense,B10,Blitz,50,black
1320,1410,Slav Defense,D10,Bullet,29,white
1986,1743,Scandinavian Defense,B01,Blitz,22,black
1609,1554,Scandinavian Defense,B01,Bullet,64,white
1435,1468,Slav Defense,D10,Blitz,39,black
1858,1679,Ruy Lopez,C60,Rapid,41,draw
849,1175,London System,D02,Blitz,69,black
896,1198,Pirc Defense,B07,Blitz,21,black
1739,1620,Pirc Defense,B07,Rapid,55,white
1518,1509,King's Indian Defense,E60,Rapid,41,white
1575,1537,London System,D02,Bullet,21,black
1102,1301,Slav Defense,D10,Bullet,40,black
1493,1496,Slav Defense,D10,Blitz,56,black
2101,1800,Slav Defense,D10,Bullet,60,black
1747,1623,London System,D02,Bullet,67,black
1551,1526,French Defense,C00,Bullet,56,white
1368,1434,Scandinavian Defense,B01,Bullet,23,black
1382,1441,French Defense,C00,Blitz,61,white
861,1180,London System,D02,Blitz,28,black
1577,1538,London System,D02,Bullet,64,black
1754,1627,Pirc Defense,B07,Rapid,40,white
1027,1263,English Opening,A10,Bullet,32,white
1302,1401,Caro-Kann Defense,B10,Blitz,57,black
1153,1327,Italian Game,C50,Bullet,62,black
1210,1355,English Opening,A10,Rapid,24,black
1516,1508,King's Indian Defense,E60,Classical,26,white
875,1188,King's Indian Defense,E60,Blitz,44,black
1684,1592,Scandinavian Defense,B01,Bullet,32,white
1726,1613,Slav Defense,D10,Bullet,56,black
1425,1463,Italian Game,C50,Bullet,31,white
756,1128,Caro-Kann Defense,B10,Rapid,59,black
1201,1350,Scandinavian Defense,B01,Bullet,32,white
1870,1685,London System,D02,Classical,47,white
667,1084,London System,D02,Blitz,35,black
1396,1448,London System,D02,Blitz,45,white
1146,1323,Slav Defense,D10,Rapid,62,black
1741,1620,Pirc Defense,B07,Bullet,73,draw
1297,1398,English Opening,A10,Rapid,50,black
1621,1560,Ruy Lopez,C60,Bullet,42,draw
1670,1585,King's Indian Defense,E60,Rapid,69,white
2051,1776,Scandinavian Defense,B01,Blitz,53,white
1439,1469,Italian Game,C50,Bullet,82,draw
1613,1557,London System,D02,Rapid,74,draw
1054,1277,King's Indian Defense,E60,Bullet,45,draw
1857,1678,Pirc Defense,B07,Bullet,69,white
1272,1386,Ruy Lopez,C60,Rapid,59,white
1332,1416,Slav Defense,D10,Blitz,21,black
1493,1496,Caro-Kann Defense,B10,Rapid,49,black
1031,1265,King's Indian Defense,E60,Blitz,29,white
1569,1535,English Opening,A10,Blitz,34,white
1790,1645,King's Indian Defense,E60,Bullet,46,white
1588,1544,Slav Defense,D10,Bullet,51,white
1023,1261,Ruy Lopez,C60,Classical,26,black
1463,1482,Scandinavian Defense,B01,Bullet,49,black
1723,1612,Pirc Defense,B07,Blitz,30,draw
937,1219,Ruy Lopez,C60,Bullet,41,black
1178,1339,Queen's Gambit,D06,Bullet,22,black
1763,1632,Caro-Kann Defense,B10,Blitz,25,black
1581,1540,Scandinavian Defense,B01,Rapid,53,white
1624,1562,Pirc Defense,B07,Rapid,87,draw
2058,1779,London System,D02,Rapid,52,white
1641,1571,London System,D02,Bullet,31,draw
1697,1598,Caro-Kann Defense,B10,Blitz,29,black
2313,1906,English Opening,A10,Bullet,26,white
1436,1468,Ruy Lopez,C60,Rapid,28,black
1261,1381,Caro-Kann Defense,B10,Blitz,58,white
1628,1564,Ruy Lopez,C60,Blitz,50,white
1632,1566,Sicilian Defense,B20,Bullet,34,white
1342,1421,Slav Defense,D10,Rapid,43,black
1190,1345,London System,D02,Rapid,50,black
2193,1847,King's Indian Defense,E60,Rapid,23,white
1598,1549,Sicilian Defense,B20,Bullet,59,draw
1280,1390,Italian Game,C50,Classical,50,draw
1775,1638,Italian Game,C50,Bullet,42,white
1467,1483,Scandinavian Defense,B01,Blitz,36,white
1424,1462,Ruy Lopez,C60,Bullet,66,draw
1669,1585,Queen's Gambit,D06,Bullet,37,white
1112,1306,Slav Defense,D10,Blitz,69,black
1606,1553,Slav Defense,D10,Bullet,34,black
2074,1787,London System,D02,Blitz,24,white
1640,1570,Queen's Gambit,D06,Blitz,60,white
1387,1443,King's Indian Defense,E60,Rapid,41,black
1348,1424,Ruy Lopez,C60,Blitz,39,white
1377,1439,Slav Defense,D10,Blitz,55,white
1424,1462,Italian Game,C50,Bullet,58,white
1387,1444,Scandinavian Defense,B01,Rapid,52,black
1775,1638,King's Indian Defense,E60,Bullet,55,white
980,1240,London System,D02,Bullet,20,white
1759,1630,Caro-Kann Defense,B10,Bullet,51,white
1386,1443,Italian Game,C50,Blitz,34,draw
1613,1556,London System,D02,Blitz,28,black
1162,1331,English Opening,A10,Blitz,45,black
1899,1700,Caro-Kann Defense,B10,Blitz,22,white
1874,1687,French Defense,C00,Blitz,64,white
1788,1644,French Defense,C00,Blitz,48,white
1046,1273,Caro-Kann Defense,B10,Bullet,51,white
1749,1625,Queen's Gambit,D06,Blitz,34,black
1621,1560,Queen's Gambit,D06,Blitz,40,draw
1018,1259,Queen's Gambit,D06,Blitz,39,white
1493,1497,Sicilian Defense,B20,Bullet,48,black
1609,1554,Pirc Defense,B07,Blitz,62,black
1667,1584,Ruy Lopez,C60,Blitz,20,white
1553,1526,Italian Game,C50,Bullet,36,black
1587,1543,Italian Game,C50,Bullet,36,draw
1942,1721,Pirc Defense,B07,Blitz,58,white
1868,1684,Caro-Kann Defense,B10,Blitz,41,white
640,1070,Queen's Gambit,D06,Blitz,23,black
1405,1453,French Defense,C00,Bullet,66,draw
1451,1476,Italian Game,C50,Rapid,45,draw
974,1237,Queen's Gambit,D06,Bullet,45,black
1528,1514,Ruy Lopez,C60,Blitz,35,white
1875,1688,London System,D02,Rapid,65,white
1174,1337,Sicilian Defense,B20,Blitz,47,black
1601,1551,Caro-Kann Defense,B10,Bullet,31,black
1225,1362,London System,D02,Blitz,43,black
1298,1399,Slav Defense,D10,Classical,46,white
1943,1721,King's Indian Defense,E60,Classical,40,white
1337,1418,Ruy Lopez,C60,Bullet,65,white
1639,1570,French Defense,C00,Rapid,51,white
939,1220,Ruy Lopez,C60,Blitz,42,white
2059,1780,English Opening,A10,Bullet,22,white
1681,1591,Queen's Gambit,D06,Blitz,27,white
1445,1472,English Opening,A10,Blitz,37,white
1673,1587,English Opening,A10,Blitz,67,black
1077,1288,Pirc Defense,B07,Rapid,81,draw
1855,1678,French Defense,C00,Blitz,27,white
1403,1452,Pirc Defense,B07,Blitz,30,black
1439,1470,French Defense,C00,Blitz,47,black
1353,1427,Scandinavian Defense,B01,Bullet,31,black
1326,1413,English Opening,A10,Blitz,42,white
1708,1604,London System,D02,Classical,27,black
1577,1539,Caro-Kann Defense,B10,Blitz,69,white
1696,1598,London System,D02,Bullet,35,white
1497,1498,French Defense,C00,Blitz,20,white
1654,1577,Caro-Kann Defense,B10,Classical,44,black
1374,1437,Caro-Kann Defense,B10,Classical,45,black
2169,1835,Scandinavian Defense,B01,Blitz,43,white
1030,1265,English Opening,A10,Blitz,60,black
1878,1689,Sicilian Defense,B20,Blitz,27,white
1910,1705,London System,D02,Rapid,25,white
1244,1372,London System,D02,Rapid,24,black
2169,1835,Italian Game,C50,Rapid,63,white
1799,1650,Pirc Defense,B07,Blitz,67,black
1791,1645,English Opening,A10,Bullet,52,white
1508,1504,Italian Game,C50,Blitz,66,black
1435,1468,Caro-Kann Defense,B10,Bullet,52,white
1437,1468,Slav Defense,D10,Bullet,41,black
1617,1558,Queen's Gambit,D06,Blitz,20,white
1920,1710,Pirc Defense,B07,Blitz,28,black
1554,1527,Caro-Kann Defense,B10,Rapid,45,black
1227,1364,Ruy Lopez,C60,Rapid,31,white
1747,1623,French Defense,C00,Rapid,55,draw
1776,1638,King's Indian Defense,E60,Rapid,35,black
1696,1598,Scandinavian Defense,B01,Rapid,58,white
1724,1612,Pirc Defense,B07,Bullet,45,white
1419,1460,Ruy Lopez,C60,Blitz,39,black
1221,1360,Pirc Defense,B07,Bullet,35,black
1240,1370,King's Indian Defense,E60,Bullet,67,draw
1009,1254,Italian Game,C50,Bullet,23,black
1571,1535,Pirc Defense,B07,Rapid,66,draw
1475,1488,French Defense,C00,Rapid,34,black
1368,1434,English Opening,A10,Classical,39,black
613,1056,Scandinavian Defense,B01,Classical,60,black
1126,1313,Sicilian Defense,B20,Rapid,54,black
1836,1668,Ruy Lopez,C60,Bullet,64,black
1301,1401,Scandinavian Defense,B01,Rapid,20,white
1608,1554,Queen's Gambit,D06,Rapid,69,white
1083,1292,Sicilian Defense,B20,Rapid,48,draw
1932,1716,Sicilian Defense,B20,Bullet,52,white
1457,1479,London System,D02,Bullet,26,white
1587,1543,Italian Game,C50,Classical,68,white
2198,1849,Italian Game,C50,Bullet,70,draw
1955,1728,King's Indian Defense,E60,Blitz,43,white
1408,1454,Italian Game,C50,Blitz,41,white
1322,1411,English Opening,A10,Bullet,63,black
1402,1451,King's Indian Defense,E60,Bullet,42,black
1653,1577,English Opening,A10,Classical,27,black
1468,1484,Caro-Kann Defense,B10,Rapid,31,white
1381,1440,London System,D02,Classical,63,white
1940,1720,English Opening,A10,Bullet,23,white
1466,1483,French Defense,C00,Bullet,28,white
2190,1845,Sicilian Defense,B20,Blitz,56,white
1527,1513,Queen's Gambit,D06,Blitz,31,black
2036,1768,Italian Game,C50,Bullet,48,black
1607,1553,Sicilian Defense,B20,Rapid,55,black
1789,1645,Queen's Gambit,D06,Classical,49,white
1283,1392,Ruy Lopez,C60,Blitz,68,white
1244,1372,Sicilian Defense,B20,Blitz,32,black
1638,1569,Queen's Gambit,D06,Blitz,68,white
1797,1649,King's Indian Defense,E60,Bullet,31,white
1512,1506,Ruy Lopez,C60,Bullet,37,white
1114,1307,Queen's Gambit,D06,Blitz,22,black
1092,1296,Sicilian Defense,B20,Blitz,44,white
1072,1286,Sicilian Defense,B20,Blitz,32,black
970,1235,Italian Game,C50,Rapid,31,white
1533,1517,Caro-Kann Defense,B10,Bullet,30,black
1838,1669,English Opening,A10,Bullet,23,white
1496,1498,London System,D02,Bullet,69,draw
822,1161,English Opening,A10,Bullet,52,black
1443,1472,English Opening,A10,Blitz,46,white
1451,1475,Pirc Defense,B07,Rapid,67,black
2129,1815,Queen's Gambit,D06,Rapid,21,white
1063,1282,London System,D02,Blitz,24,black
1383,1442,Pirc Defense,B07,Blitz,53,white
2012,1756,King's Indian Defense,E60,Bullet,39,white
1635,1568,Slav Defense,D10,Blitz,66,white
1669,1585,Italian Game,C50,Blitz,24,white
1534,1517,Slav Defense,D10,Rapid,28,black
1599,1550,King's Indian Defense,E60,Blitz,67,white
1733,1616,Ruy Lopez,C60,Bullet,22,white
1257,1378,Sicilian Defense,B20,Bullet,53,white
1763,1631,Scandinavian Defense,B01,Bullet,27,white
1088,1294,Caro-Kann Defense,B10,Classical,68,white
1599,1550,Queen's Gambit,D06,Bullet,40,black
1554,1527,French Defense,C00,Bullet,51,white
1315,1407,Pirc Defense,B07,Bullet,65,black
1493,1496,Caro-Kann Defense,B10,Rapid,63,black
1313,1406,Sicilian Defense,B20,Blitz,48,black
1178,1339,Queen's Gambit,D06,Blitz,52,black
1394,1447,Italian Game,C50,Blitz,66,white
1169,1335,Scandinavian Defense,B01,Bullet,57,black
1597,1549,London System,D02,Rapid,68,white
1155,1328,Slav Defense,D10,Bullet,26,black
1714,1607,English Opening,A10,Bullet,45,white
1146,1323,London System,D02,Blitz,69,black
1330,1415,Caro-Kann Defense,B10,Bullet,42,black
1313,1407,English Opening,A10,Bullet,46,black
1898,1699,Italian Game,C50,Rapid,62,black
1599,1549,King's Indian Defense,E60,Blitz,52,draw
1436,1468,King's Indian Defense,E60,Bullet,67,draw
1650,1575,Sicilian Defense,B20,Blitz,59,white
868,1184,King's Indian Defense,E60,Rapid,44,black
1487,1493,Scandinavian Defense,B01,Bullet,40,white
2099,1799,French Defense,C00,Bullet,52,white
1540,1520,King's Indian Defense,E60,Blitz,65,draw
1520,1510,Queen's Gambit,D06,Blitz,53,white
1664,1582,Queen's Gambit,D06,Classical,30,white
1769,1635,Italian Game,C50,Blitz,67,black
901,1201,Queen's Gambit,D06,Bullet,49,white
995,1247,London System,D02,Blitz,54,black
1563,1531,Pirc Defense,B07,Blitz,69,black
1286,1393,English Opening,A10,Bullet,35,black
1894,1697,English Opening,A10,Blitz,64,black
1405,1452,English Opening,A10,Bullet,54,draw
920,1210,Caro-Kann Defense,B10,Rapid,27,black
1120,1310,Caro-Kann Defense,B10,Rapid,30,black
675,1087,English Opening,A10,Blitz,35,black
1430,1465,London System,D02,Classical,36,black
1443,1471,French Defense,C00,Classical,57,black
1373,1437,King's Indian Defense,E60,Bullet,40,black
1824,1662,Caro-Kann Defense,B10,Blitz,39,white
1860,1680,Queen's Gambit,D06,Blitz,44,white
1449,1475,Queen's Gambit,D06,Bullet,31,white
860,1180,Sicilian Defense,B20,Blitz,35,black
1685,1592,Caro-Kann Defense,B10,Bullet,39,white
1667,1584,Scandinavian Defense,B01,Classical,79,draw
1593,1547,Scandinavian Defense,B01,Blitz,68,draw
1794,1647,Pirc Defense,B07,Rapid,66,white
1151,1326,Sicilian Defense,B20,Blitz,52,white
2103,1802,London System,D02,Bullet,53,black
1212,1356,London System,D02,Rapid,35,black
1725,1613,Caro-Kann Defense,B10,Bullet,51,white
994,1247,Queen's Gambit,D06,Bullet,49,black
1221,1361,French Defense,C00,Blitz,32,black
1955,1728,Scandinavian Defense,B01,Blitz,65,white
1422,1461,Slav Defense,D10,Blitz,64,white
1752,1626,English Opening,A10,Bullet,34,black
1571,1535,King's Indian Defense,E60,Blitz,64,black
1469,1485,English Opening,A10,Bullet,42,white
1909,1704,Sicilian Defense,B20,Bullet,26,white
1429,1464,English Opening,A10,Blitz,33,white
966,1233,Sicilian Defense,B20,Bullet,70,draw
1259,1379,Pirc Defense,B07,Bullet,42,draw
1665,1582,Slav Defense,D10,Blitz,51,black
1619,1560,King's Indian Defense,E60,Rapid,49,white
1030,1265,French Defense,C00,Bullet,21,black
1283,1392,Scandinavian Defense,B01,Blitz,33,black
1325,1412,English Opening,A10,Bullet,66,draw
1390,1445,Scandinavian Defense,B01,Classical,43,white
1087,1293,King's Indian Defense,E60,Bullet,47,black
1311,1405,Ruy Lopez,C60,Bullet,23,black
1281,1390,Sicilian Defense,B20,Blitz,30,black
1731,1615,Queen's Gambit,D06,Bullet,42,black
1743,1622,King's Indian Defense,E60,Bullet,21,white
1456,1478,Caro-Kann Defense,B10,Bullet,66,white
1382,1441,King's Indian Defense,E60,Blitz,46,white
1542,1521,Queen's Gambit,D06,Blitz,41,black
1255,1377,Pirc Defense,B07,Blitz,63,white
1156,1328,French Defense,C00,Rapid,34,white
1218,1359,Slav Defense,D10,Blitz,27,black
1310,1405,French Defense,C00,Classical,66,black
1151,1326,Caro-Kann Defense,B10,Rapid,48,white
1549,1525,English Opening,A10,Rapid,41,white
1719,1610,Queen's Gambit,D06,Rapid,73,draw
1024,1262,Ruy Lopez,C60,Blitz,50,white
1508,1504,French Defense,C00,Bullet,32,black
1434,1467,London System,D02,Blitz,37,draw
1602,1551,Italian Game,C50,Bullet,59,black
1496,1498,Caro-Kann Defense,B10,Blitz,52,black
1064,1282,Scandinavian Defense,B01,Bullet,64,white
1121,1310,Scandinavian Defense,B01,Bullet,56,white
1509,1505,Caro-Kann Defense,B10,Classical,21,white
1809,1655,Sicilian Defense,B20,Blitz,56,white
836,1168,Sicilian Defense,B20,Blitz,35,black
1604,1552,Caro-Kann Defense,B10,Blitz,22,black
1857,1679,London System,D02,Blitz,36,white
1454,1477,Sicilian Defense,B20,Rapid,20,white
1665,1582,Slav Defense,D10,Blitz,25,white
1289,1394,Scandinavian Defense,B01,Blitz,21,black
1464,1482,Sicilian Defense,B20,Blitz,32,black
1014,1257,French Defense,C00,Blitz,51,black
797,1149,Ruy Lopez,C60,Blitz,55,black
1783,1642,Pirc Defense,B07,Classical,53,black
1205,1353,King's Indian Defense,E60,Blitz,27,black
1363,1431,Queen's Gambit,D06,Blitz,26,black
1084,1292,Queen's Gambit,D06,Blitz,66,black
1077,1288,King's Indian Defense,E60,Blitz,68,white
1448,1474,Sicilian Defense,B20,Classical,23,black
1281,1390,Queen's Gambit,D06,Rapid,24,black
1613,1556,Italian Game,C50,Blitz,33,black
1636,1568,English Opening,A10,Blitz,31,white
1596,1548,Scandinavian Defense,B01,Blitz,50,white
1572,1536,Caro-Kann Defense,B10,Bullet,41,white
1973,1736,Italian Game,C50,Blitz,62,white
1180,1340,French Defense,C00,Rapid,26,black
1484,1492,Slav Defense,D10,Blitz,33,black
1840,1670,Ruy Lopez,C60,Bullet,28,black
1879,1689,Italian Game,C50,Rapid,58,white
1073,1286,Italian Game,C50,Rapid,55,black
1406,1453,London System,D02,Bullet,23,black
1907,1703,Italian Game,C50,Blitz,64,draw
1652,1576,King's Indian Defense,E60,Blitz,25,white
1559,1530,Pirc Defense,B07,Rapid,60,black
1435,1468,English Opening,A10,Bullet,26,black
1385,1443,French Defense,C00,Bullet,68,draw
1586,1543,Ruy Lopez,C60,Blitz,51,white
1424,1462,Sicilian Defense,B20,Bullet,41,black
1487,1493,Italian Game,C50,Blitz,38,black
1524,1512,Pirc Defense,B07,Rapid,65,black
1297,1399,Italian Game,C50,Bullet,59,black
1660,1580,Sicilian Defense,B20,Blitz,50,black
2374,1937,London System,D02,Classical,39,black
967,1234,Caro-Kann Defense,B10,Blitz,63,black
1597,1548,French Defense,C00,Blitz,54,white
1272,1386,Scandinavian Defense,B01,Blitz,49,black
1673,1586,King's Indian Defense,E60,Bullet,25,white
1514,1507,Slav Defense,D10,Bullet,40,white
1729,1615,Caro-Kann Defense,B10,Blitz,20,white
1853,1677,Scandinavian Defense,B01,Blitz,73,draw
1558,1529,Slav Defense,D10,Bullet,52,white
1840,1670,Caro-Kann Defense,B10,Bullet,69,white
797,1149,Queen's Gambit,D06,Rapid,42,black
1977,1738,Pirc Defense,B07,Bullet,51,white
1613,1557,Ruy Lopez,C60,Rapid,21,white
1823,1661,Sicilian Defense,B20,Blitz,39,white
1134,1317,King's Indian Defense,E60,Blitz,33,black
1251,1376,Pirc Defense,B07,Bullet,35,black
